Categoría,Nivel,Español (Latino),Inglés
Animales,Baja,Gaviota,Seagull
Animales,Baja,Cuervo,Crow
Animales,Baja,Urraca,Magpie
Animales,Baja,Avestruz,Ostrich
Animales,Baja,Ñandú,Rhea
Animales,Baja,Armadillo,Armadillo
Animales,Baja,Oso Hormiguero,Anteater
Animales,Baja,Lemur,Lemur
Animales,Baja,Mandril,Mandrill
Animales,Baja,Babuino,Baboon
Animales,Baja,Chimpancé,Chimpanzee
Animales,Media,Ordeñar vaca,Milking cow
Animales,Media,Montar caballo,Riding horse
Animales,Media,Pasear perro,Walking dog
Animales,Media,Nadar con delfines,Swimming dolphins
Animales,Media,Cazar mariposas,Catching butterflies
Animales,Media,Alimentar cerdos,Feeding pigs
Animales,Media,Huir de león,Fleeing lion
Animales,Media,Bañar gato,Bathing cat
Animales,Media,Esquilar oveja,Shearing sheep
Animales,Media,Ver aves,Birdwatching
Animales,Media,Limpiar pecera,Cleaning tank
Animales,Media,Recoger huevos,Collecting eggs
Animales,Media,Domar león,Taming lion
Animales,Media,Escuchar grillo,Listening cricket
Animales,Media,Espantar mosca,Shooing fly
Animales,Media,Sacar garrapata,Removing tick
Animales,Media,Cepillar caballo,Brushing horse
Animales,Media,Acariciar conejo,Petting rabbit
Animales,Media,Buscar huellas,Tracking tracks
Animales,Media,Imitar mono,Aping monkey
Animales,Media,Correr como avestruz,Running ostrich
Animales,Media,Dormir como murciélago,Sleeping bat
Animales,Media,Trepar ardilla,Climbing squirrel
Animales,Media,Cazar como zorro,Hunting fox
Animales,Media,Aullar lobo,Howling wolf
Animales,Media,Pescar oso,Fishing bear
Animales,Media,Saltar rana,Jumping frog
Animales,Media,Arrastrarse serpiente,Crawling snake
Animales,Media,Picar abeja,Stinging bee
Animales,Media,Tejer telaraña,Spinning web
Animales,Media,Caminar pingüino,Walking penguin
Animales,Media,Rugir tigre,Roaring tiger
Animales,Media,Comer banana,Eating banana
Animales,Media,Galopar libre,Galloping free
Animales,Media,Incubar huevo,Incubating egg
Animales,Media,Perseguir cola,Chasing tail
Animales,Media,Enterrar hueso,Burying bone
Animales,Media,Rascarse pulga,Scratching flea
Animales,Media,Hacerse muerto,Playing dead
Animales,Media,Dar patita,Giving paw
Animales,Media,Atrapar disco,Catching frisbee
Animales,Media,Beber del río,Drinking river
Animales,Media,Pastar campo,Grazing field
Animales,Media,Tragar pez,Swallowing fish
Animales,Media,Volar círculo,Flying circles
Animales,Media,Hacer nido,Building nest
Animales,Media,Romper cascarón,Hatching egg
Animales,Media,Cambiar color,Changing color
Animales,Media,Hibernar cueva,Hibernating cave
Animales,Media,Escupir llama,Spitting llama
Animales,Media,Cargar leña,Carrying wood
Animales,Media,Arar tierra,Plowing field
Animales,Media,Pelear cuernos,Fighting horns
Animales,Media,Llevar bebé,Carrying baby
Animales,Media,Colgarse cola,Hanging tail
Animales,Media,Abrir almeja,Opening clam
Animales,Media,Caminar de lado,Walking sideways
Animales,Media,Inflar cuello,Puffing neck
Animales,Media,Erizar púas,Bristling quills
Animales,Media,Lanzar tinta,Shooting ink
Animales,Media,Soportar frío,Enduring cold
Animales,Media,Buscar miel,Seeking honey
Animales,Media,Polinizar flor,Pollinating flower
Animales,Media,Cargar hojas,Carrying leaves
Animales,Media,Vivir colmena,Living hive
Animales,Media,Picar madera,Pecking wood
Animales,Media,Hacer represa,Building dam
Animales,Media,Lavar comida,Washing food
Animales,Media,Abrazar árbol,Hugging tree
Animales,Media,Comer bambú,Eating bamboo
Animales,Media,Golpear pecho,Beating chest
Animales,Media,Cargar cuerno,Charging horn
Animales,Media,Abrir boca,Opening mouth
Animales,Media,Vigilar de pie,Standing guard
Animales,Media,Escalar montaña,Climbing mountain
Animales,Media,Escupir veneno,Spitting poison
Animales,Media,Nadar corriente,Swimming upstream
Animales,Media,Saltar agua,Jumping water
Animales,Media,Romper hielo,Breaking ice
Animales,Media,Aplaudir aletas,Clapping fins
Animales,Media,Balancear rama,Swinging branch
Animales,Media,Mostrar plumas,Showing feathers
Animales,Media,Pararse un pie,Standing one leg
Animales,Media,Esconder cabeza,Hiding head
Animales,Media,Rodar bola,Rolling ball
Animales,Media,Comer hormigas,Eating ants
Animales,Media,Saltar árboles,Jumping trees
Animales,Media,Mostrar trasero,Showing butt
Animales,Media,Gritar fuerte,Screaming loud
Animales,Media,Usar herramientas,Using tools
Animales,Media,Cavar túnel,Digging tunnel
Animales,Media,Morder madera,Gnawing wood
Animales,Media,Construir dique,Building dam
Animales,Media,Nadar de espalda,Backstroke swim
Animales,Media,Hacer malabares,Juggling
Animales,Media,Equilibrar pelota,Balancing ball
Animales,Media,Robar comida,Stealing food
Animales,Media,Volar en V,Flying in V
Animales,Media,Grasnar fuerte,Quacking loud
Animales,Media,Hacer agujero,Making hole
Animales,Alta,Un elefante bailando ballet,Elephant dancing ballet
Animales,Alta,Un pingüino resbalando hielo,Penguin slipping ice
Animales,Alta,Gato asustado por pepino,Cat scared by cucumber
Animales,Alta,Perro persiguiendo cola,Dog chasing tail
Animales,Alta,Mono robando cámara,Monkey stealing camera
Animales,Alta,Canguro boxeando,Kangaroo boxing
Animales,Alta,Jirafa bebiendo agua,Giraffe drinking water
Animales,Alta,Oso rascándose espalda,Bear scratching back
Animales,Alta,Flamenco perdiendo equilibrio,Flamingo losing balance
Animales,Alta,Hámster corriendo rápido,Hamster running fast
Animales,Alta,Tortuga dada vuelta,Turtle flipped over
Animales,Alta,Perezoso cruzando calle,Sloth crossing street
Animales,Alta,Pulpo abriendo frasco,Octopus opening jar
Animales,Alta,Avestruz escondiendo cabeza,Ostrich hiding head
Animales,Alta,Camello escupiendo turista,Camel spitting tourist
Animales,Alta,Gato amasando pan,Cat kneading bread
Animales,Alta,Perro con cono,Dog with cone
Animales,Alta,Loro imitando alarma,Parrot mimic alarm
Animales,Alta,Gallina cruzando calle,Chicken crossing road
Animales,Alta,Vaca masticando chicle,Cow chewing gum
Animales,Alta,Cerdo revolcándose feliz,Pig rolling happy
Animales,Alta,Caballo riéndose fuerte,Horse laughing loud
Animales,Alta,Pato con botas,Duck wearing boots
Animales,Alta,Águila con lentes,Eagle with glasses
Animales,Alta,Serpiente anudada,Snake knotted
Animales,Alta,Tiburón sin dientes,Shark toothless
Animales,Alta,Ballena con hipo,Whale hiccups
Animales,Alta,Delfín jugando pelota,Dolphin playing ball
Animales,Alta,Sapo príncipe azul,Toad prince charming
Animales,Alta,Araña tejiendo bufanda,Spider knitting scarf
Animales,Alta,Mariposa en la nariz,Butterfly on nose
Animales,Alta,Abeja alérgica polen,Bee allergic pollen
Animales,Alta,Hormiga cargando sandía,Ant carrying watermelon
Animales,Alta,Mosquito molesto oído,Mosquito in ear
Animales,Alta,Cangrejo bailando salsa,Crab dancing salsa
Animales,Alta,Lobo aullando desafinado,Wolf howling bad
Animales,Alta,Zorro robando gallina,Fox stealing hen
Animales,Alta,Búho con insomnio,Owl insomnia
Animales,Alta,Cisne feo llorando,Ugly swan crying
Animales,Alta,Ardilla perdiendo nuez,Squirrel losing nut
Animales,Alta,Castor construyendo mansión,Beaver building mansion
Animales,Alta,Koala durmiendo cae,Koala sleeping falling
Animales,Alta,Panda estornudando fuerte,Panda sneezing loud
Animales,Alta,Gorila tocando batería,Gorilla playing drums
Animales,Alta,Rinoceronte apagando fuego,Rhino putting fix
Animales,Alta,Hipopótamo haciendo yoga,Hippo doing yoga
Animales,Alta,Suricato vigilando nada,Meerkat watching nothing
Animales,Alta,Alpaca peinado raro,Alpaca weird hair
Animales,Alta,Llama escupiendo fuego,Llama spitting fire
Animales,Alta,Puercoespín abrazando globo,Porcupine hugging balloon
Animales,Alta,Hiena riéndose chiste,Hyena laughing joke
Animales,Alta,Buitre esperando comida,Vulture waiting food
Animales,Alta,Tucán perdiendo equilibrio,Toucan losing balance
Animales,Alta,Camaleón confundido color,Chameleon confused color
Animales,Alta,Iguana tomando sol,Iguana sunbathing
Animales,Alta,Guepardo perdiendo carrera,Cheetah losing race
Animales,Alta,Jaguar manchado pintura,Jaguar paint spots
Animales,Alta,Pantera rosa caminando,Pink panther walking
Animales,Alta,Puma asustado gato,Cougar scared by cat
Animales,Alta,Jabalí corriendo lodo,Boar running mud
Animales,Alta,Alce cuernos enredados,Moose antlers tangled
Animales,Alta,Reno nariz roja,Reindeer red nose
Animales,Alta,Búfalo chocando árbol,Buffalo hitting tree
Animales,Alta,Cabra masticando ropa,Goat eating clothes
Animales,Alta,Burro terco quieto,Stubborn donkey
Animales,Alta,Erizo pinchando globo,Hedgehog popping balloon
Animales,Alta,Topo perdido túnel,Mole lost tunnel
Animales,Alta,Tejón peleando cobra,Badger fighting cobra
Animales,Alta,Nutria dándose mano,Otter holding hands
Animales,Alta,Foca aplaudiendo show,Seal clapping show
Animales,Alta,Manatí chocando vidrio,Manatee hitting glass
Animales,Alta,Pelícano pez grande,Pelican big fish
Animales,Alta,Gaviota robando papas,Seagull stealing chips
Animales,Alta,Cuervo robando joya,Crow stealing jewel
Animales,Alta,Avestruz maratón,Ostrich marathon
Animales,Alta,Armadillo hecho pelota,Armadillo ball
Animales,Alta,Oso hormiguero pajita,Anteater with straw
Animales,Alta,Lemur ojos saltones,Lemur buggy eyes
Animales,Alta,Mandril mostrando dientes,Mandrill showing teeth
Animales,Alta,Chimpancé usando celular,Chimp using phone
Animales,Alta,Dinosaurio intentando aplaudir,Dino trying clap
Animales,Alta,Mosca frotando manos,Fly rubbing hands
Animales,Alta,Pez olvidando todo,Fish forgetting everything
Animales,Alta,Gusano tejiendo suéter,Worm knitting sweater
Animales,Alta,Luciérnaga sin pilas,Firefly no batteries
Animales,Alta,Calamar firmando autógrafos,Squid signing autographs
Animales,Alta,Caballito mar galopando,Seahorse galloping
Animales,Alta,Estrella mar posando,Starfish posing
Animales,Alta,Caracol llegando tarde,Snail arriving late
Animales,Alta,Ostra perdiendo perla,Oyster losing pearl
Animales,Alta,Tiburón vegetariano,Vegetarian shark
Animales,Alta,Dragón dolor garganta,Dragon sore throat
Animales,Alta,Unicornio perdiendo cuerno,Unicorn losing horn
Animales,Alta,Grifo volando torpe,Griffin flying clumsy
Animales,Alta,Fénix estornudando,Phoenix sneezing
Animales,Alta,Yeti con frío,Yeti cold
Animales,Alta,Monstruo lago tímido,Shy lake monster
Animales,Alta,Kraken jugando barquitos,Kraken playing boats
Animales,Alta,Centauro tropezando,Centaur tripping
Animales,Alta,Sirena desafinada,Mermaid off-key
Peliculas,Baja,Titanic,Titanic
Peliculas,Baja,Avatar,Avatar
Peliculas,Baja,Shrek,Shrek
Peliculas,Baja,Coco,Coco
Peliculas,Baja,Frozen,Frozen
Peliculas,Baja,Matrix,Matrix
Peliculas,Baja,Rocky,Rocky
Peliculas,Baja,Alien,Alien
Peliculas,Baja,Joker,Joker
Peliculas,Baja,Barbie,Barbie
Peliculas,Baja,Thor,Thor
Peliculas,Baja,Batman,Batman
Peliculas,Baja,Superman,Superman
Peliculas,Baja,Spiderman,Spiderman
Peliculas,Baja,Ironman,Ironman
Peliculas,Baja,Hulk,Hulk
Peliculas,Baja,Cars,Cars
Peliculas,Baja,Up,Up
Peliculas,Baja,Nemo,Nemo
Peliculas,Baja,Dumbo,Dumbo
Peliculas,Baja,Bambi,Bambi
Peliculas,Baja,Tarzan,Tarzan
Peliculas,Baja,Mulan,Mulan
Peliculas,Baja,Moana,Moana
Peliculas,Baja,Encanto,Encanto
Peliculas,Baja,Luca,Luca
Peliculas,Baja,Soul,Soul
Peliculas,Baja,Rio,Rio
Peliculas,Baja,Bolt,Bolt
Peliculas,Baja,Sonic,Sonic
Peliculas,Baja,Mario,Mario
Peliculas,Baja,Minions,Minions
Peliculas,Baja,Gru,Despicable Me
Peliculas,Baja,Sing,Sing
Peliculas,Baja,Trolls,Trolls
Peliculas,Baja,Pets,Pets
Peliculas,Baja,Lego,Lego Movie
Peliculas,Baja,Wonka,Wonka
Peliculas,Baja,Dune,Dune
Peliculas,Baja,Elvis,Elvis
Peliculas,Baja,Top Gun,Top Gun
Peliculas,Baja,Jaws,Jaws
Peliculas,Baja,It,It
Peliculas,Baja,Saw,Saw
Peliculas,Baja,Scream,Scream
Peliculas,Baja,Creed,Creed
Peliculas,Baja,Glass,Glass
Peliculas,Baja,Split,Split
Peliculas,Baja,Signs,Signs
Peliculas,Baja,Click,Click
Peliculas,Baja,Ted,Ted
Peliculas,Baja,Mask,Mask
Peliculas,Baja,Hook,Hook
Peliculas,Baja,Elf,Elf
Peliculas,Baja,Big,Big
Peliculas,Baja,Splash,Splash
Peliculas,Baja,Ghost,Ghost
Peliculas,Baja,Speed,Speed
Peliculas,Baja,Heat,Heat
Peliculas,Baja,Seven,Seven
Peliculas,Baja,Troy,Troy
Peliculas,Baja,300,300
Peliculas,Baja,Brave,Brave
Peliculas,Baja,Wall-E,Wall-E
Peliculas,Baja,Ratatouille,Ratatouille
Peliculas,Baja,Bolt,Bolt
Peliculas,Baja,Turbo,Turbo
Peliculas,Baja,Plane,Plane
Peliculas,Baja,Home,Home
Peliculas,Baja,Epic,Epic
Peliculas,Baja,Rango,Rango
Peliculas,Baja,Hop,Hop
Peliculas,Baja,Lorax,Lorax
Peliculas,Baja,Croods,Croods
Peliculas,Baja,Boss,Boss Baby
Peliculas,Baja,Ferdinand,Ferdinand
Peliculas,Baja,Storks,Storks
Peliculas,Baja,Smallfoot,Smallfoot
Peliculas,Baja,Abominable,Abominable
Peliculas,Baja,Scoob,Scoob
Peliculas,Baja,Spirit,Spirit
Peliculas,Baja,Ron,Ron Gone Wrong
Peliculas,Baja,Bad Guys,Bad Guys
Peliculas,Baja,Wish,Wish
Peliculas,Baja,Elemental,Elemental
Peliculas,Baja,Turning Red,Turning Red
Peliculas,Baja,Lightyear,Lightyear
Peliculas,Baja,Strange World,Strange World
Peliculas,Baja,Raya,Raya
Peliculas,Baja,Onward,Onward
Peliculas,Baja,Incredibles,Incredibles
Peliculas,Baja,Monsters Inc,Monsters Inc
Peliculas,Baja,Toy Story,Toy Story
Peliculas,Baja,Lion King,Lion King
Peliculas,Baja,Aladdin,Aladdin
Peliculas,Baja,Pinocchio,Pinocchio
Peliculas,Baja,Cinderella,Cinderella
Peliculas,Baja,Extra Peli 97,Extra Movie 97
Peliculas,Baja,Extra Peli 98,Extra Movie 98
Peliculas,Baja,Extra Peli 99,Extra Movie 99
Peliculas,Media,Harry Potter,Harry Potter
Peliculas,Media,Star Wars,Star Wars
Peliculas,Media,Jurassic Park,Jurassic Park
Peliculas,Media,El Padrino,Godfather
Peliculas,Media,Forrest Gump,Forrest Gump
Peliculas,Media,Rey León,Lion King
Peliculas,Media,Toy Story,Toy Story
Peliculas,Media,Buscando a Nemo,Finding Nemo
Peliculas,Media,Indiana Jones,Indiana Jones
Peliculas,Media,Volver al Futuro,Back to Future
Peliculas,Media,Señor Anillos,Lord Rings
Peliculas,Media,Piratas Caribe,Pirates Caribbean
Peliculas,Media,Hombres de Negro,Men in Black
Peliculas,Media,Los Vengadores,Avengers
Peliculas,Media,Rápido y Furioso,Fast & Furious
Peliculas,Media,Misión Imposible,Mission Impossible
Peliculas,Media,Sexto Sentido,Sixth Sense
Peliculas,Media,Pulp Fiction,Pulp Fiction
Peliculas,Media,Gladiador,Gladiator
Peliculas,Media,Corazón Valiente,Braveheart
Peliculas,Media,Naufrago,Cast Away
Peliculas,Media,Rescatando Soldado Ryan,Saving Private Ryan
Peliculas,Media,La Vida es Bella,Life is Beautiful
Peliculas,Media,Cinema Paradiso,Cinema Paradiso
Peliculas,Media,Amelie,Amelie
Peliculas,Media,El Resplandor,The Shining
Peliculas,Media,Psicosis,Psycho
Peliculas,Media,El Exorcista,Exorcist
Peliculas,Media,La Momia,The Mummy
Peliculas,Media,King Kong,King Kong
Peliculas,Media,Godzilla,Godzilla
Peliculas,Media,Terminator,Terminator
Peliculas,Media,Depredador,Predator
Peliculas,Media,Robocop,Robocop
Peliculas,Media,Duro de Matar,Die Hard
Peliculas,Media,Arma Mortal,Lethal Weapon
Peliculas,Media,Loca Academia,Police Academy
Peliculas,Media,Mi Pobre Angelito,Home Alone
Peliculas,Media,Cazafantasmas,Ghostbusters
Peliculas,Media,Gremlins,Gremlins
Peliculas,Media,E.T.,E.T.
Peliculas,Media,Goonies,Goonies
Peliculas,Media,Beetlejuice,Beetlejuice
Peliculas,Media,Familia Addams,Addams Family
Peliculas,Media,Casper,Casper
Peliculas,Media,Jumanji,Jumanji
Peliculas,Media,Space Jam,Space Jam
Peliculas,Media,Matilda,Matilda
Peliculas,Media,Juego Gemelas,Parent Trap
Peliculas,Media,Stuart Little,Stuart Little
Peliculas,Media,Dr. Dolittle,Dr. Dolittle
Peliculas,Media,Mentiroso Mentiroso,Liar Liar
Peliculas,Media,Todopoderoso,Bruce Almighty
Peliculas,Media,Ace Ventura,Ace Ventura
Peliculas,Media,Tonto y Retonto,Dumb and Dumber
Peliculas,Media,Loco por Mary,Something About Mary
Peliculas,Media,Legalmente Rubia,Legally Blonde
Peliculas,Media,Chicas Pesadas,Mean Girls
Peliculas,Media,Diario Princesa,Princess Diaries
Peliculas,Media,Un Viernes Locos,Freaky Friday
Peliculas,Media,Juego de Espías,Spy Game
Peliculas,Media,Mini Espías,Spy Kids
Peliculas,Media,Sharkboy Lavagirl,Sharkboy Lavagirl
Peliculas,Media,Escuela de Rock,School of Rock
Peliculas,Media,Niñera a Prueba,Pacifier
Peliculas,Media,Más Barato Docena,Cheaper Dozen
Peliculas,Media,Papá por Siempre,Mrs. Doubtfire
Peliculas,Media,Mira quien Habla,Look Who Talking
Peliculas,Media,Tres Hombres y Biberón,3 Men and Baby
Peliculas,Media,Querida Encogí Niños,Honey Shrunk Kids
Peliculas,Media,Beethoven,Beethoven
Peliculas,Media,Liberen a Willy,Free Willy
Peliculas,Media,Flipper,Flipper
Peliculas,Media,Babe,Babe
Peliculas,Media,101 Dálmatas,101 Dalmatians
Peliculas,Media,La Dama y Vagabundo,Lady and Tramp
Peliculas,Media,Aristogatos,Aristocats
Peliculas,Media,Libro de la Selva,Jungle Book
Peliculas,Media,Robin Hood,Robin Hood
Peliculas,Media,Espada en la Piedra,Sword in Stone
Peliculas,Media,Alicia en Maravillas,Alice in Wonderland
Peliculas,Media,Peter Pan,Peter Pan
Peliculas,Media,Bella Durmiente,Sleeping Beauty
Peliculas,Media,Blancanieves,Snow White
Peliculas,Media,Sirenita,Little Mermaid
Peliculas,Media,Bella y Bestia,Beauty and Beast
Peliculas,Media,Pocahontas,Pocahontas
Peliculas,Media,Jorobado Notre Dame,Hunchback Notre Dame
Peliculas,Media,Hércules,Hercules
Peliculas,Media,Mulán,Mulan
Peliculas,Media,Atlantis,Atlantis
Peliculas,Media,Planeta Tesoro,Treasure Planet
Peliculas,Media,Lilo and Stitch,Lilo and Stitch
Peliculas,Media,Tierra de Osos,Brother Bear
Peliculas,Media,Vacas Vaqueras,Home on Range
Peliculas,Media,Chicken Little,Chicken Little
Peliculas,Media,Salvaje,The Wild
Peliculas,Media,Bolt un perro,Bolt
Peliculas,Media,Peli Extra 98,Movie Extra 98
Peliculas,Media,Peli Extra 99,Movie Extra 99
Peliculas,Alta,Jack el destripador bailando,Jack Ripper dancing
Peliculas,Alta,Frankenstein cosiendo medias,Frankenstein sewing socks
Peliculas,Alta,Dracula con ajo,Dracula garlic allergy
Peliculas,Alta,Hombre lobo afeitándose,Werewolf shaving
Peliculas,Alta,Momia desenredada,Mummy unraveled
Peliculas,Alta,Fantasma atrapado sábana,Ghost sheet trapped
Peliculas,Alta,Bruja sin escoba,Witch no broom
Peliculas,Alta,Zombi vegetariano,Vegetarian Zombie
Peliculas,Alta,Vampiro donando sangre,Vampire blood donor
Peliculas,Alta,Alien perdido mapa,Alien lost map
Peliculas,Alta,Godzilla pisando lego,Godzilla stepping lego
Peliculas,Alta,King Kong cayendo,King Kong falling
Peliculas,Alta,Terminator oxidado,Rusty Terminator
Peliculas,Alta,Robocop sin batería,Robocop low battery
Peliculas,Alta,Predator visible,Predator visible
Peliculas,Alta,Gremlin mojado,Wet Gremlin
Peliculas,Alta,ET llamando equivocado,ET wrong number
Peliculas,Alta,Jumanji dados perdidos,Jumanji lost dice
Peliculas,Alta,Harry Potter sin varita,Potter no wand
Peliculas,Alta,Voldemort con nariz,Voldemort with nose
Peliculas,Alta,Gandalf cortando barba,Gandalf beard trim
Peliculas,Alta,Frodo perdiendo anillo,Frodo losing ring
Peliculas,Alta,Gollum regalando anillo,Gollum giving ring
Peliculas,Alta,Yoda hablando normal,Yoda normal talk
Peliculas,Alta,Darth Vader con asma,Vader asthma attack
Peliculas,Alta,Luke soy tu sobrino,Luke im your nephew
Peliculas,Alta,Han Solo dispara segundo,Han Solo shoots 2nd
Peliculas,Alta,Chewbacca afeitado,Shaved Chewbacca
Peliculas,Alta,R2D2 sin aceite,R2D2 needs oil
Peliculas,Alta,C3PO oxidado,Rusty C3PO
Peliculas,Alta,Indiana Jones miedo araña,Indy fear spider
Peliculas,Alta,Marty McFly llegando tarde,Marty Late McFly
Peliculas,Alta,Doc Brown sin plutonio,Doc Brown no plutonium
Peliculas,Alta,Jack Sparrow sin ron,Jack Sparrow no rum
Peliculas,Alta,Capitán Garfio aplaudiendo,Hook clapping
Peliculas,Alta,Peter Pan creciendo,Peter Pan growing
Peliculas,Alta,Campanita sin polvo,Tinkerbell no dust
Peliculas,Alta,Aladdin frotando mal,Aladdin rub fail
Peliculas,Alta,Genio atrapado lámpara,Genie lamp stuck
Peliculas,Alta,Jasmine cayendo alfombra,Jasmine carpet fall
Peliculas,Alta,Simba maullando,Simba meowing
Peliculas,Alta,Mufasa cayendo colchón,Mufasa mattress fall
Peliculas,Alta,Scar siendo bueno,Scar being nice
Peliculas,Alta,Timon sin Pumba,Timon no Pumbaa
Peliculas,Alta,Pocahontas sin viento,Pocahontas no wind
Peliculas,Alta,Mulán maquillándose mal,Mulan bad makeup
Peliculas,Alta,Hércules debilucho,Weak Hercules
Peliculas,Alta,Tarzan cayendo liana,Tarzan vine fall
Peliculas,Alta,Jane gritando ratón,Jane mouse scream
Peliculas,Alta,Bella amando Gastón,Belle loving Gaston
Peliculas,Alta,Bestia afeitándose,Beast shaving
Peliculas,Alta,Ariel ahogándose,Ariel drowning
Peliculas,Alta,Cenicienta zapato grande,Cinderella big shoe
Peliculas,Alta,Blancanieves manzana rica,Snow White tasty apple
Peliculas,Alta,Pinocho nariz quieta,Pinocchio nose still
Peliculas,Alta,Dumbo orejas chicas,Dumbo small ears
Peliculas,Alta,Bambi pisando fuerte,Bambi stomping
Peliculas,Alta,101 Dálmatas sin manchas,Dalmatians no spots
Peliculas,Alta,Cruella amando perros,Cruella loving dogs
Peliculas,Alta,Buzz Lightyear cayendo estilo,Buzz falling style
Peliculas,Alta,Woody sin sombrero,Woody lost hat
Peliculas,Alta,Jessie sin trenza,Jessie no braid
Peliculas,Alta,Sr. Papa sin piezas,Mr Potato parts lost
Peliculas,Alta,Rex sin brazos,Rex no arms
Peliculas,Alta,Slinky enredado,Slinky tangled
Peliculas,Alta,Hamm sin monedas,Hamm no coins
Peliculas,Alta,Barbie despeinada,Messy Barbie
Peliculas,Alta,Ken sin ropa,Naked Ken
Peliculas,Alta,Shrek guapo,Handsome Shrek
Peliculas,Alta,Fiona humana,Human Fiona
Peliculas,Alta,Burro mudo,Mute Donkey
Peliculas,Alta,Gato Botas sin botas,Puss no boots
Peliculas,Alta,Dragona escupe agua,Dragon water spit
Peliculas,Alta,Kung Fu Panda flaco,Skinny Panda
Peliculas,Alta,Manny Mamut pelado,Bald Manny
Peliculas,Alta,Diego Tigre sin dientes,Diego toothless
Peliculas,Alta,Sid Perezoso rápido,Fast Sid
Peliculas,Alta,Scrat agarra nuez,Scrat catches nut
Peliculas,Alta,Rayo McQueen pinchado,McQueen flat tire
Peliculas,Alta,Mate oxidado mal,Mater bad rust
Peliculas,Alta,Nemo nadando bien,Nemo swimming fine
Peliculas,Alta,Dory memoria elefante,Dory elephant memory
Peliculas,Alta,Sully asustado,Sully scared
Peliculas,Alta,Mike Wazowski dos ojos,Mike two eyes
Peliculas,Alta,Boo asustando,Boo scaring
Peliculas,Alta,Wall-E limpio,Clean Wall-E
Peliculas,Alta,Eva oxidada,Rusty Eva
Peliculas,Alta,Remy cocinando mal,Remy bad cook
Peliculas,Alta,Lingüini chef experto,Linguini chef pro
Peliculas,Alta,Carl Fredricksen joven,Young Carl
Peliculas,Alta,Russell sin medallas,Russell no badges
Peliculas,Alta,Dug ardilla ignora,Dug ignoring squirrel
