Categoría,Nivel,Español (Latino),Inglés
Profesiones,Alta,Cirujano con hipo,Surgeon with hiccups
Profesiones,Alta,Mimo atrapado caja,Mime stuck box
Profesiones,Alta,Astronauta flotando lejos,Astronaut floating away
Profesiones,Alta,Mago fallando truco,Magician failing trick
Profesiones,Alta,Profesor perdiendo paciencia,Teacher losing patience
Profesiones,Alta,Policía persiguiendo tortuga,Cop chasing turtle
Profesiones,Alta,Pintor manchado todo,Painter messy all
Profesiones,Alta,Juez golpeando dedo,Judge hitting finger
Profesiones,Alta,Payaso triste llorando,Sad clown crying
Profesiones,Alta,Cocinero quemando agua,Chef burning water
Profesiones,Alta,Mecánico sobrando piezas,Mechanic extra parts
Profesiones,Alta,Taxista perdido ciudad,Taxi driver lost
Profesiones,Alta,Piloto miedo volar,Pilot fear flying
Profesiones,Alta,Azafata tirando café,Stewardess spilling coffee
Profesiones,Alta,Buzo sin aire,Diver no air
Profesiones,Alta,Minero miedo oscuro,Miner fear dark
Profesiones,Alta,Leñador hacha goma,Lumberjack rubber axe
Profesiones,Alta,Sastre pinchando dedo,Tailor pricking finger
Profesiones,Alta,Modelo cayendo pasarela,Model falling runway
Profesiones,Alta,Barbero cortando oreja,Barber cutting ear
Profesiones,Alta,Psicólogo durmiendo sesión,Psychologist sleeping
Profesiones,Alta,Abogado perdiendo voz,Lawyer losing voice
Profesiones,Alta,Contador perdiendo calculadora,Accountant lost calc
Profesiones,Alta,Banquero perdiendo llave,Banker lost key
Profesiones,Alta,Cajero dando dinero extra,Teller giving extra
Profesiones,Alta,Vendedor tartamudo,Salesman stuttering
Profesiones,Alta,Gerente sin internet,Manager no internet
Profesiones,Alta,Dueño cerrando negocio,Owner closing shop
Profesiones,Alta,Presidente olvidando discurso,Prez forgetting speech
Profesiones,Alta,Cura olvidando rezo,Priest forgot prayer
Profesiones,Alta,Monja bailando disco,Nun dancing disco
Profesiones,Alta,Escritor sin ideas,Writer no ideas
Profesiones,Alta,Poeta sin rimas,Poet no rhymes
Profesiones,Alta,Periodista cámara apagada,Journalist cam off
Profesiones,Alta,Director actor malo,Director bad actor
Profesiones,Alta,Camarógrafo lente tapa,Cameraman lens cap
Profesiones,Alta,Sonidista ruido acople,Soundman feedback noise
Profesiones,Alta,Maquillador payaso error,Makeup clown error
Profesiones,Alta,Peluquero trasquilado,Hairdresser bad cut
Profesiones,Alta,Masajista mano fría,Masseur cold hand
Profesiones,Alta,Científico explosión lab,Scientist lab boom
Profesiones,Alta,Biólogo miedo bicho,Biologist fear bug
Profesiones,Alta,Químico bebiendo poción,Chemist drinking potion
Profesiones,Alta,Astrónomo telescopio roto,Astronomer broken scope
Profesiones,Alta,Historiador inventando datos,Historian fake facts
Profesiones,Alta,Arqueólogo rompiendo momia,Archaeologist breaking mummy
Profesiones,Alta,Antropólogo tribu caníbal,Anthropologist cannibal tribe
Profesiones,Alta,Albañil pared chueca,Mason crooked wall
Profesiones,Alta,Plomero inundando casa,Plumber flooding house
Profesiones,Alta,Gasista fuga gas,Gasman gas leak
Profesiones,Alta,Fletero rompiendo mueble,Mover breaking furniture
Profesiones,Alta,Chofer chocando poste,Driver hitting pole
Profesiones,Alta,Capitán mareado barco,Captain seasick
Profesiones,Alta,Marinero nudo ciego,Sailor bad knot
Profesiones,Alta,Herrero quemando mano,Blacksmith burning hand
Profesiones,Alta,Granjero vaca escapa,Farmer cow escape
Profesiones,Alta,Jardinero cortando flores,Gardener cutting flowers
Profesiones,Alta,Cartero perro muerde,Mailman dog bite
Profesiones,Alta,Veterinario gato araña,Vet cat scratch
Profesiones,Alta,Arquitecto casa cae,Architect house fall
Profesiones,Alta,Fotógrafo dedo lente,Photog finger lens
Profesiones,Alta,Electricista toque corriente,Electrician shock
Profesiones,Alta,Soldado casco revés,Soldier helmet backwards
Profesiones,Alta,Detective perdiendo pista,Detective losing cludel
Profesiones,Alta,Mozo tirando sopa,Waiter spilling soup
Profesiones,Alta,Cantante gallo agudo,Singer voice crack
Profesiones,Alta,Bailarín pantalón roto,Dancer pants rip
Profesiones,Alta,Actor olvidando línea,Actor forgot line
Profesiones,Alta,Bibliotecario gritando silencio,Librarian yelling shh
Profesiones,Alta,Guardaespaldas mosca molesta,Bodyguard swatting fly
Profesiones,Alta,Salvavidas no sabe nadar,Lifeguard cant swim
Profesiones,Alta,Pescador bota anzuelo,Fisherman boot hook
Profesiones,Alta,Cazador cazado trampa,Hunter trapped own
Profesiones,Alta,Torero toro corre,Matador bull chase
Profesiones,Alta,Domador león come,Tamer lion eat
Profesiones,Alta,Trapecista red rota,Trapeze net broken
Profesiones,Alta,Mimo hablando celular,Mime talking phone
Profesiones,Alta,Estatua viviente estornuda,Statue sneezing
Profesiones,Alta,Malabarista tirando todo,Juggler dropping all
Profesiones,Alta,Títere hilos enredados,Puppet tangled strings
Profesiones,Alta,Ventrílocuo moviendo boca,Ventrílocuo mouth move
Profesiones,Alta,Mago conejo muerde,Magician rabbit bite
Profesiones,Alta,Payaso globo explota,Clown balloon pop
Profesiones,Alta,Acróbata marea vómito,Acrobat dizzy vomit
Profesiones,Alta,Presentador moco nariz,Host snot nose
Profesiones,Alta,Meteorólogo lluvia moja,Weatherman rain wet
Profesiones,Alta,Basurero bolsa rota,Garbage bag rip
Profesiones,Alta,Barrendero viento hojas,Sweeper wind leaves
Profesiones,Alta,Limpiador vidrio cae,Cleaner falling glass
Profesiones,Alta,Carnicero dedo corte,Butcher finger cut
Profesiones,Alta,Panadero quemando pan,Baker burning bread
Profesiones,Alta,Lechero camión vuelca,Milkman truck tip
Profesiones,Alta,Pizzero pizza techo,Pizza guy roof pizza
Profesiones,Alta,Heladero derrite todo,Icecream melting all
Profesiones,Alta,Cartero carta equivocada,Mailman wrong letter
Profesiones,Alta,Delivery pizza fría,Delivery cold pizza
Profesiones,Alta,Taxista viaje largo,Taxi long ride
Profesiones,Alta,Job Extra L3 99,Job Extra L3 99
Objetos,Baja,Celular,Phone
Objetos,Baja,Computadora,Computer
Objetos,Baja,Silla,Chair
Objetos,Baja,Mesa,Table
Objetos,Baja,Cama,Bed
Objetos,Baja,Lámpara,Lamp
Objetos,Baja,Reloj,Clock
Objetos,Baja,Espejo,Mirror
Objetos,Baja,Lápiz,Pencil
Objetos,Baja,Libro,Book
Objetos,Baja,Tijeras,Scissors
Objetos,Baja,Cuchara,Spoon
Objetos,Baja,Tenedor,Fork
Objetos,Baja,Cuchillo,Knife
Objetos,Baja,Vaso,Glass
Objetos,Baja,Botella,Bottle
Objetos,Baja,Llave,Key
Objetos,Baja,Mochila,Backpack
Objetos,Baja,Paraguas,Umbrella
Objetos,Baja,Escoba,Broom
Objetos,Baja,Estufa,Stove
Objetos,Baja,Horno,Oven
Objetos,Baja,Nevera,Fridge
Objetos,Baja,Batidora,Mixer
Objetos,Baja,Licuadora,Blender
Objetos,Baja,Tostadora,Toaster
Objetos,Baja,Plancha,Iron
Objetos,Baja,Lavadora,Washer
Objetos,Baja,Secadora,Dryer
Objetos,Baja,Aspiradora,Vacuum
Objetos,Baja,Trapeador,Mop
Objetos,Baja,Balde,Bucket
Objetos,Baja,Esponja,Sponge
Objetos,Baja,Jabón,Soap
Objetos,Baja,Champú,Shampoo
Objetos,Baja,Toalla,Towel
Objetos,Baja,Peine,Comb
Objetos,Baja,Cepillo,Brush
Objetos,Baja,Maquillaje,Makeup
Objetos,Baja,Perfume,Perfume
Objetos,Baja,Desodorante,Deodorant
Objetos,Baja,Pasta,Paste
Objetos,Baja,Hilo,Thread
Objetos,Baja,Aguja,Needle
Objetos,Baja,Botón,Button
Objetos,Baja,Cierre,Zipper
Objetos,Baja,Cinturón,Belt
Objetos,Baja,Corbata,Tie
Objetos,Baja,Zapato,Shoe
Objetos,Baja,Media,Sock
Objetos,Baja,Pantalón,Pants
Objetos,Baja,Remera,T-shirt
Objetos,Baja,Camisa,Shirt
Objetos,Baja,Vestido,Dress
Objetos,Baja,Pollera,Skirt
Objetos,Baja,Guantes,Gloves
Objetos,Baja,Bufanda,Scarf
Objetos,Baja,Gorro,Hat
Objetos,Baja,Lentes,Glasses
Objetos,Baja,Billetera,Wallet
Objetos,Baja,Moneda,Coin
Objetos,Baja,Billete,Note
Objetos,Baja,Tarjeta,Card
Objetos,Baja,Bolsa,Bag
Objetos,Baja,Caja,Box
Objetos,Baja,Regalo,Gift
Objetos,Baja,Juguete,Toy
Objetos,Baja,Muñeca,Doll
Objetos,Baja,Pelota,Ball
Objetos,Baja,Bicicleta,Bicycle
Objetos,Baja,Auto,Car
Objetos,Baja,Moto,Motorcycle
Objetos,Baja,Avión,Plane
Objetos,Baja,Barco,Boat
Objetos,Baja,Tren,Train
Objetos,Baja,Semáforo,Traffic light
Objetos,Baja,Cartel,Sign
Objetos,Baja,Silla de ruedas,Wheelchair
Objetos,Baja,Camilla,Stretcher
Objetos,Baja,Muletas,Crutches
Objetos,Baja,Curita,Band-aid
Objetos,Baja,Remedio,Medicine
Objetos,Baja,Jeringa,Syringe
Objetos,Baja,Termómetro,Thermometer
Objetos,Baja,Estetoscopio,Stethoscope
Objetos,Baja,Pizarrón,Board
Objetos,Baja,Tiza,Chalk
Objetos,Baja,Borrador,Eraser
Objetos,Baja,Cuaderno,Notebook
Objetos,Baja,Carpeta,Folder
Objetos,Baja,Regla,Ruler
Objetos,Baja,Goma,Eraser
Objetos,Baja,Sacapuntas,Sharpener
Objetos,Baja,Marcador,Marker
Objetos,Baja,Pincel,Brush
Objetos,Baja,Lienzo,Canvas
Objetos,Baja,Martillo,Hammer
Objetos,Baja,Clavo,Nail
Objetos,Baja,Destornillador,Screwdriver
Objetos,Baja,Tornillo,Screw
Objetos,Media,Abrir paraguas,Opening umbrella
Objetos,Media,Escribir lápiz,Writing pencil
Objetos,Media,Cortar tijeras,Cutting scissors
Objetos,Media,Leer libro,Reading book
Objetos,Media,Hablar celular,Phone talk
Objetos,Media,Dormir cama,Sleeping bed
Objetos,Media,Barrer piso,Sweeping floor
Objetos,Media,Mirarse espejo,Looking mirror
Objetos,Media,Tomar vaso,Drinking glass
Objetos,Media,Abrir puerta,Opening door
Objetos,Media,Prender luz,Light on
Objetos,Media,Apagar alarma,Alarm off
Objetos,Media,Atar zapatos,Tying shoes
Objetos,Media,Ponerse lentes,Glasses on
Objetos,Media,Peinarse pelo,Combing hair
Objetos,Media,Lavarse dientes,Brushing teeth
Objetos,Media,Secarse manos,Drying hands
Objetos,Media,Planchar ropa,Ironing clothes
Objetos,Media,Lavar platos,Washing dishes
Objetos,Media,Cocinar huevo,Cooking egg
Objetos,Media,Guardar mochila,Packing backpack
Objetos,Media,Sacar llave,Taking key
Objetos,Media,Pagar tarjeta,Paying card
Objetos,Media,Abrir regalo,Opening gift
Objetos,Media,Inflar globo,Inflating balloon
Objetos,Media,Tirar basura,Trash out
Objetos,Media,Regar planta,Watering plant
Objetos,Media,Colgar cuadro,Hanging picture
Objetos,Media,Martillar clavo,Hammering nail
Objetos,Media,Atornillar mueble,Screwing furniture
Objetos,Media,Cortar pan,Cutting bread
Objetos,Media,Servir agua,Pouring water
Objetos,Media,Sonarse nariz,Blowing nose
Objetos,Media,Limpiar lentes,Cleaning glasses
Objetos,Media,Cambiar pilas,Changing batteries
Objetos,Media,Cargar celular,Charging phone
Objetos,Media,Prender tele,TV on
Objetos,Media,Cambiar canal,Channel change
Objetos,Media,Subir volumen,Volume up
Objetos,Media,Escuchar radio,Radio listen
Objetos,Media,Tocar timbre,Doorbell ring
Objetos,Media,Abrir carta,Opening letter
Objetos,Media,Leer diario,Reading paper
Objetos,Media,Firmar papel,Signing paper
Objetos,Media,Pegar sticker,Sticking sticker
Objetos,Media,Cortar uña,Cutting nail
Objetos,Media,Pintar labio,Lipstick on
Objetos,Media,Ponerse anillo,Ring on
Objetos,Media,Abrochar cinturón,Buckling belt
Objetos,Media,Subir cierre,Zipping up
Objetos,Media,Abotonar camisa,Buttoning shirt
Objetos,Media,Ponerse gorro,Hat on
Objetos,Media,Sacarse guantes,Gloves off
Objetos,Media,Doblar ropa,Folding clothes
Objetos,Media,Hacer cama,Making bed
Objetos,Media,Limpiar baño,Cleaning bath
Objetos,Media,Baldear patio,Washing patio
Objetos,Media,Sacudir alfombra,Shaking rug
Objetos,Media,Aspirar piso,Vacuuming
Objetos,Media,Trapear piso,Mopping
Objetos,Media,Lavar auto,Car wash
Objetos,Media,Inflar rueda,Tire pump
Objetos,Media,Manejar bici,Bike ride
Objetos,Media,Andar skate,Skating
Objetos,Media,Patear pelota,Kicking ball
Objetos,Media,Tirar frisbee,Frisbee throw
Objetos,Media,Volvuar barrilete,Kite fly
Objetos,Media,Jugar cartas,Playing cards
Objetos,Media,Tirar dados,Rolling dice
Objetos,Media,Armar puzzle,Puzzle solving
Objetos,Media,Leer mapa,Map reading
Objetos,Media,Usar brújula,Compass use
Objetos,Media,Mirar binoculares,Binoculars look
Objetos,Media,Sacar foto,Taking photo
Objetos,Media,Filmar video,Filming video
Objetos,Media,Tocar guitarra,Guitar play
Objetos,Media,Tocar piano,Piano play
Objetos,Media,Tocar tambor,Drum hit
Objetos,Media,Silbatos sonar,Whistle blow
Objetos,Media,Girar trompo,Top spin
Objetos,Media,Saltar soga,Rope jump
Objetos,Media,Jugar yoyo,Yoyo play
Objetos,Media,Hacer burbujas,Bubbles pop
Objetos,Media,Remontar barrilete,Kite flying
Objetos,Media,Pintar dibujo,Painting draw
Objetos,Media,Recortar papel,Paper cut
Objetos,Media,Pegar figurita,Sticker paste
Objetos,Media,Escribir nombre,Writing name
Objetos,Media,Borrar error,Erasing error
Objetos,Media,Sacar punta,Sharpener use
Objetos,Media,Medir regla,Ruler measure
Objetos,Media,Pesar balanza,Scale weigh
Objetos,Media,Tomar temperatura,Temp taking
Objetos,Media,Poner curita,Bandaid on
Objetos,Media,Tomar pastilla,Pill taking
Objetos,Media,Poner inyección,Injection giving
Objetos,Media,Usar muletas,Crutches use
Objetos,Media,Andar silla ruedas,Wheelchair ride
Objetos,Media,Manejar cochecito,Stroller push
Objetos,Media,Objeto Extra L2 99,Item Extra L2 99
Objetos,Alta,Lavadora caminando sola,Washer walking alone
Objetos,Alta,Tostadora quemando pan,Toaster burning bread
Objetos,Alta,Paraguas dado vuelta,Umbrella flipped wind
Objetos,Alta,Aspiradora tragando cortina,Vacuum eating curtain
Objetos,Alta,Teléfono vibrando mesa,Phone vibrating table
Objetos,Alta,Impresora atascada,Printer jamming
Objetos,Alta,Inodoro desbordado,Toilet overflowing
Objetos,Alta,Botella ketchup no sale,Ketchup stuck bottle
Objetos,Alta,Ventilador tirando papeles,Fan blowing papers
Objetos,Alta,Silla rompe sentarse,Chair breaking sit
Objetos,Alta,Microondas explotando huevo,Microwave exploding egg
Objetos,Alta,Licuadora sin tapa,Blender no lid
Objetos,Alta,Plancha quemando camisa,Iron burning shirt
Objetos,Alta,Secador pelo comiendo pelo,Dryer eating hair
Objetos,Alta,Espejo roto mala suerte,Mirror broken luck
Objetos,Alta,Reloj cucú loco,Cuckoo clock crazy
Objetos,Alta,Alarma no para sonar,Alarm wont stop
Objetos,Alta,Llave rota cerradura,Key broken lock
Objetos,Alta,Mochila agujereada cae todo,Backpack hole leak
Objetos,Alta,Escoba voladora loca,Broom flying crazy
Objetos,Alta,Estufa no prende,Stove wont light
Objetos,Alta,Heladera descongelada agua,Fridge defrost leak
Objetos,Alta,Batidora salpicando masa,Mixer splashing dough
Objetos,Alta,Cuchillo sin filo,Knife dull blade
Objetos,Alta,Tenedor dientes doblados,Fork bent tines
Objetos,Alta,Cuchara sopera chica,Spoon too small
Objetos,Alta,Vaso plástico volando viento,Cup flying wind
Objetos,Alta,Cama elásticos rotos,Bed springs broken
Objetos,Alta,Mesa pata corta,Table wobble leg
Objetos,Alta,Puerta rechina terror,Door squeak scary
Objetos,Alta,Lámpara titilando miedo,Lamp flickering fear
Objetos,Alta,Control remoto sin pilas,Remote no battery
Objetos,Alta,Tele sin señal lluvia,TV static noise
Objetos,Alta,Bicicleta cadena salida,Bike chain off
Objetos,Alta,Auto no arranca,Car wont start
Objetos,Alta,Moto pinchada lluvia,Moto flat rain
Objetos,Alta,Silla ruedas trabada,Wheelchair stuck
Objetos,Alta,Muletas resbalosas,Crutches slippery
Objetos,Alta,Curita no pega,Bandaid no stick
Objetos,Alta,Jeringa aguja doblada,Syringe bent needle
Objetos,Alta,Termómetro roto mercurio,Thermometer broken
Objetos,Alta,Pizarrón tiza chirría,Chalkboard screech
Objetos,Alta,Marcador seco,Marker dry out
Objetos,Alta,Lapiz punta rota 100 veces,Pencil break x100
Objetos,Alta,Goma mancha hoja,Eraser smudging
Objetos,Alta,Regla astillada,Ruler splintered
Objetos,Alta,Cuaderno espiral enganchado,Notebook spiral snag
Objetos,Alta,Carpeta anillos muerde,Binder ring bite
Objetos,Alta,Mochila cierre trabado,Zipper stuck bag
Objetos,Alta,Billetera vacía polilla,Wallet empty moth
Objetos,Alta,Tarjeta rechazada,Card declined
Objetos,Alta,Billete roto viento,Bill ripped wind
Objetos,Alta,Moneda cae alcantarilla,Coin sewer drop
Objetos,Alta,Bolsa rompe compras,Bag breaking grocery
Objetos,Alta,Regalo caja vacía,Gift empty box
Objetos,Alta,Muñeca ojos miedo,Doll scary eyes
Objetos,Alta,Pelota pincha vidrio,Ball breaking glass
Objetos,Alta,Juguete pilas sulfatadas,Toy battery acid
Objetos,Alta,Soga salta enreda pies,Rope tangled feet
Objetos,Alta,Jenga cae ruido,Jenga crash loud
Objetos,Alta,Cartas vuelan viento,Cards flying wind
Objetos,Alta,Dados caen mesa,Dice falling table
Objetos,Alta,Puzzle falta pieza,Puzzle missing piece
Objetos,Alta,Mapa roto lluvia,Map torn rain
Objetos,Alta,Brújula imán loco,Compass magnet crazy
Objetos,Alta,Binoculares tapa puesta,Binoculars cap on
Objetos,Alta,Cámara sin rollo memoria,Camera no memory
Objetos,Alta,Guitarra cuerda corta,Guitar string snap
Objetos,Alta,Piano tecla desafinada,Piano key dead
Objetos,Alta,Batería platillo cae,Drum cymbal fall
Objetos,Alta,Microfono acople agudo,Mic feedback loud
Objetos,Alta,Parlante desconado,Speaker blown out
Objetos,Alta,Auriculares un lado anda,Headphones one side
Objetos,Alta,Cargador cable corto,Charger short cable
Objetos,Alta,Enchufe chispa susto,Plug spark scare
Objetos,Alta,Foco explota luz,Bulb explode light
Objetos,Alta,Vela quema mantel,Candle burn cloth
Objetos,Alta,Florero agua podrida,Vase rotten water
Objetos,Alta,Alfombra tropiezo,Rug trip hazard
Objetos,Alta,Cortina cae barral,Curtain rod fall
Objetos,Alta,Persiana trabada chueca,Blinds stuck crooked
Objetos,Alta,Ventana vidrio roto,Window glass broke
Objetos,Alta,Puerta golpea dedo,Door slam finger
Objetos,Alta,Candado llave perdida,Padlock lost key
Objetos,Alta,Cadena bici oxidada,Chain bike rust
