Categoría,Nivel,Español (Latino),Inglés
Peliculas,Alta,C3PO oxidado,Rusty C3PO
Peliculas,Alta,Indiana Jones miedo araña,Indy fear spider
Peliculas,Alta,Marty McFly llegando tarde,Marty Late McFly
Peliculas,Alta,Doc Brown sin plutonio,Doc Brown no plutonium
Peliculas,Alta,Jack Sparrow sin ron,Jack Sparrow no rum
Peliculas,Alta,Capitán Garfio aplaudiendo,Hook clapping
Peliculas,Alta,Peter Pan creciendo,Peter Pan growing
Peliculas,Alta,Campanita sin polvo,Tinkerbell no dust
Peliculas,Alta,Aladdin frotando mal,Aladdin rub fail
Peliculas,Alta,Genio atrapado lámpara,Genie lamp stuck
Peliculas,Alta,Jasmine cayendo alfombra,Jasmine carpet fall
Peliculas,Alta,Simba maullando,Simba meowing
Peliculas,Alta,Mufasa cayendo colchón,Mufasa mattress fall
Peliculas,Alta,Scar siendo bueno,Scar being nice
Peliculas,Alta,Timon sin Pumba,Timon no Pumbaa
Peliculas,Alta,Pocahontas sin viento,Pocahontas no wind
Peliculas,Alta,Mulán maquillándose mal,Mulan bad makeup
Peliculas,Alta,Hércules debilucho,Weak Hercules
Peliculas,Alta,Tarzan cayendo liana,Tarzan vine fall
Peliculas,Alta,Jane gritando ratón,Jane mouse scream
Peliculas,Alta,Bella amando Gastón,Belle loving Gaston
Peliculas,Alta,Bestia afeitándose,Beast shaving
Peliculas,Alta,Ariel ahogándose,Ariel drowning
Peliculas,Alta,Cenicienta zapato grande,Cinderella big shoe
Peliculas,Alta,Blancanieves manzana rica,Snow White tasty apple
Peliculas,Alta,Pinocho nariz quieta,Pinocchio nose still
Peliculas,Alta,Dumbo orejas chicas,Dumbo small ears
Peliculas,Alta,Bambi pisando fuerte,Bambi stomping
Peliculas,Alta,101 Dálmatas sin manchas,Dalmatians no spots
Peliculas,Alta,Cruella amando perros,Cruella loving dogs
Peliculas,Alta,Buzz Lightyear cayendo estilo,Buzz falling style
Peliculas,Alta,Woody sin sombrero,Woody lost hat
Peliculas,Alta,Jessie sin trenza,Jessie no braid
Peliculas,Alta,Sr. Papa sin piezas,Mr Potato parts lost
Peliculas,Alta,Rex sin brazos,Rex no arms
Peliculas,Alta,Slinky enredado,Slinky tangled
Peliculas,Alta,Hamm sin monedas,Hamm no coins
Peliculas,Alta,Barbie despeinada,Messy Barbie
Peliculas,Alta,Ken sin ropa,Naked Ken
Peliculas,Alta,Shrek guapo,Handsome Shrek
Peliculas,Alta,Fiona humana,Human Fiona
Peliculas,Alta,Burro mudo,Mute Donkey
Peliculas,Alta,Gato Botas sin botas,Puss no boots
Peliculas,Alta,Dragona escupe agua,Dragon water spit
Peliculas,Alta,Kung Fu Panda flaco,Skinny Panda
Peliculas,Alta,Manny Mamut pelado,Bald Manny
Peliculas,Alta,Diego Tigre sin dientes,Diego toothless
Peliculas,Alta,Sid Perezoso rápido,Fast Sid
Peliculas,Alta,Scrat agarra nuez,Scrat catches nut
Peliculas,Alta,Rayo McQueen pinchado,McQueen flat tire
Peliculas,Alta,Mate oxidado mal,Mater bad rust
Peliculas,Alta,Nemo nadando bien,Nemo swimming fine
Peliculas,Alta,Dory memoria elefante,Dory elephant memory
Peliculas,Alta,Sully asustado,Sully scared
Peliculas,Alta,Mike Wazowski dos ojos,Mike two eyes
Peliculas,Alta,Boo asustando,Boo scaring
Peliculas,Alta,Wall-E limpio,Clean Wall-E
Peliculas,Alta,Eva oxidada,Rusty Eva
Peliculas,Alta,Remy cocinando mal,Remy bad cook
Peliculas,Alta,Lingüini chef experto,Linguini chef pro
Peliculas,Alta,Carl Fredricksen joven,Young Carl
Peliculas,Alta,Russell sin medallas,Russell no badges
Peliculas,Alta,Dug ardilla ignora,Dug ignoring squirrel
Peliculas,Alta,Ralph Rompe nada,Ralph breaks nothing
Peliculas,Alta,Vanellope maneja lento,Vanellope slow driver
Peliculas,Alta,Elsa fuego,Elsa fire power
Peliculas,Alta,Anna hielo,Anna ice power
Peliculas,Alta,Olaf derretido,Olaf melted
Peliculas,Alta,Moana miedo agua,Moana fear water
Peliculas,Alta,Maui sin anzuelo,Maui lost hook
Peliculas,Alta,Extra Peli 99,Extra Movie 99
Heroes,Baja,Batman,Batman
Heroes,Baja,Superman,Superman
Heroes,Baja,Spiderman,Spiderman
Heroes,Baja,Ironman,Ironman
Heroes,Baja,Hulk,Hulk
Heroes,Baja,Thor,Thor
Heroes,Baja,Capitán América,Captain America
Heroes,Baja,Mujer Maravilla,Wonder Woman
Heroes,Baja,Flash,Flash
Heroes,Baja,Aquaman,Aquaman
Heroes,Baja,Pantera Negra,Black Panther
Heroes,Baja,Viuda Negra,Black Widow
Heroes,Baja,Ojo de Halcón,Hawkeye
Heroes,Baja,Doctor Strange,Doctor Strange
Heroes,Baja,Antman,Antman
Heroes,Baja,Wolverine,Wolverine
Heroes,Baja,Deadpool,Deadpool
Heroes,Baja,Cíclope,Cyclops
Heroes,Baja,Tormenta,Storm
Heroes,Baja,Magneto,Magneto
Heroes,Baja,Profesor X,Professor X
Heroes,Baja,Bestia,Beast
Heroes,Baja,Gambito,Gambit
Heroes,Baja,Rogue,Rogue
Heroes,Baja,Jean Grey,Jean Grey
Heroes,Baja,Mystique,Mystique
Heroes,Baja,Daredevil,Daredevil
Heroes,Baja,Punisher,Punisher
Heroes,Baja,Elektra,Elektra
Heroes,Baja,Blade,Blade
Heroes,Baja,Hellboy,Hellboy
Heroes,Baja,Spawn,Spawn
Heroes,Baja,Linterna Verde,Green Lantern
Heroes,Baja,Flecha Verde,Green Arrow
Heroes,Baja,Superichica,Supergirl
Heroes,Baja,Batichica,Batgirl
Heroes,Baja,Robin,Robin
Heroes,Baja,Cyborg,Cyborg
Heroes,Baja,Raven,Raven
Heroes,Baja,Starfire,Starfire
Heroes,Baja,Chico Bestia,Beast Boy
Heroes,Baja,Shazam,Shazam
Heroes,Baja,Black Adam,Black Adam
Heroes,Baja,Joker,Joker
Heroes,Baja,Harley Quinn,Harley Quinn
Heroes,Baja,Pingüino,Penguin
Heroes,Baja,Acertijo,Riddler
Heroes,Baja,Dos Caras,Two Face
Heroes,Baja,Gatúbela,Catwoman
Heroes,Baja,Bane,Bane
Heroes,Baja,Espantapájaros,Scarecrow
Heroes,Baja,Hiedra Venenosa,Poison Ivy
Heroes,Baja,Mr. Freeze,Mr. Freeze
Heroes,Baja,Lex Luthor,Lex Luthor
Heroes,Baja,Zod,Zod
Heroes,Baja,Doomsday,Doomsday
Heroes,Baja,Darkseid,Darkseid
Heroes,Baja,Thanos,Thanos
Heroes,Baja,Loki,Loki
Heroes,Baja,Ultron,Ultron
Heroes,Baja,Venom,Venom
Heroes,Baja,Carnage,Carnage
Heroes,Baja,Duende Verde,Green Goblin
Heroes,Baja,Dr. Octopus,Dr. Octopus
Heroes,Baja,Electro,Electro
Heroes,Baja,Sandman,Sandman
Heroes,Baja,Mysterio,Mysterio
Heroes,Baja,Buitre,Vulture
Heroes,Baja,Kingpin,Kingpin
Heroes,Baja,Bullseye,Bullseye
Heroes,Baja,Red Skull,Red Skull
Heroes,Baja,Hydra,Hydra
Heroes,Baja,Soldado Invierno,Winter Soldier
Heroes,Baja,Falcon,Falcon
Heroes,Baja,War Machine,War Machine
Heroes,Baja,Visión,Vision
Heroes,Baja,Bruja Escarlata,Scarlet Witch
Heroes,Baja,Quicksand,Quicksilver
Heroes,Baja,Groot,Groot
Heroes,Baja,Rocket,Rocket
Heroes,Baja,Star Lord,Star Lord
Heroes,Baja,Gamora,Gamora
Heroes,Baja,Drax,Drax
Heroes,Baja,Mantis,Mantis
Heroes,Baja,Nebula,Nebula
Heroes,Baja,Yondu,Yondu
Heroes,Baja,Valkiria,Valkyrie
Heroes,Baja,Hela,Hela
Heroes,Baja,Surtur,Surtur
Heroes,Baja,Dormammu,Dormammu
Heroes,Baja,Mandarín,Mandarin
Heroes,Baja,Shang Chi,Shang Chi
Heroes,Baja,Eternals,Eternals
Heroes,Baja,Ikaris,Ikaris
Heroes,Baja,Sersi,Sersi
Heroes,Baja,Thena,Thena
Heroes,Baja,Gilgamesh,Gilgamesh
Heroes,Baja,Kingo,Kingo
Heroes,Baja,Sprite,Sprite
Heroes,Baja,Extra Hero 99,Extra Hero 99
Heroes,Media,Tirar telaraña,Shooting web
Heroes,Media,Volar alto,Flying high
Heroes,Media,Rayos ojos,Eye beams
Heroes,Media,Fuerza bruta,Brute strength
Heroes,Media,Correr rápido,Running fast
Heroes,Media,Nadar profundo,Swimming deep
Heroes,Media,Escalar pared,Wall climbing
Heroes,Media,Lanzar escudo,Shield throw
Heroes,Media,Martillo trueno,Thunder hammer
Heroes,Media,Lazo verdad,Lasso truth
Heroes,Media,Garras adamantium,Adamantium claws
Heroes,Media,Curación rápida,Fast healing
Heroes,Media,Telepatía mental,Mental telepathy
Heroes,Media,Mover metal,Moving metal
Heroes,Media,Controlar clima,Weather control
Heroes,Media,Teletransportar,Teleporting
Heroes,Media,Hacerse invisible,Invisibility
Heroes,Media,Hacerse gigante,Gaining size
Heroes,Media,Hacerse pequeño,Shrinking
Heroes,Media,Estirar cuerpo,Body stretch
Heroes,Media,Prender fuego,Flame on
Heroes,Media,Congelar todo,Freezing all
Heroes,Media,Convertir piedra,Stone turn
Heroes,Media,Flecha explosiva,Explosive arrow
Heroes,Media,Batarang lanzar,Batarang throw
Heroes,Media,Batimóvil manejar,Batmobile drive
Heroes,Media,Capa ondear,Cape waver
Heroes,Media,Antifaz poner,Mask put on
Heroes,Media,Traje romper,Suit rip
Heroes,Media,Grito sónico,Sonic scream
Heroes,Media,Mordida vampiro,Vampire bite
Heroes,Media,Veneno inyectar,Venom inject
Heroes,Media,Gas miedo,Fear gas
Heroes,Media,Risa loca,Crazy laugh
Heroes,Media,Moneda tirar,Coin flip
Heroes,Media,Paraguas arma,Umbrella gun
Heroes,Media,Gato negro,Black cat
Heroes,Media,Planta carnívora,Carnivorous plant
Heroes,Media,Hielo disparar,Ice shoot
Heroes,Media,Anillo poder,Power ring
Heroes,Media,Linterna luz,Lantern light
Heroes,Media,Flecha verde,Green arrow
Heroes,Media,Volar avión invisible,Invisible jet fly
Heroes,Media,Romper cadenas,Breaking chains
Heroes,Media,Levantar auto,Lifting car
Heroes,Media,Parar tren,Stopping train
Heroes,Media,Salvar gato,Saving cat
Heroes,Media,Atrapar ladrón,Catching thief
Heroes,Media,Pelear villano,Fighting villain
Heroes,Media,Esquivar balas,Dodging bullets
Heroes,Media,Saltar edificio,Building jump
Heroes,Media,Caer de pie,Landing feet
Heroes,Media,Caminar techo,Ceiling walk
Heroes,Media,Balancear red,Web swing
Heroes,Media,Trepar torre,Tower climb
Heroes,Media,Romper pared,Wall break
Heroes,Media,Abrir caja fuerte,Safe crack
Heroes,Media,Hackear compu,Pc hack
Heroes,Media,Usar gadget,Gadget use
Heroes,Media,Curar herida,Wound heal
Heroes,Media,Vendar brazo,Arm bandage
Heroes,Media,Entrenar lucha,Fight train
Heroes,Media,Meditar templo,Temple meditate
Heroes,Media,Leer mente,Mind read
Heroes,Media,Borrar memoria,Memory wipe
Heroes,Media,Hablar peces,Fish talk
Heroes,Media,Respirar agua,Water breathe
Heroes,Media,Controlar fuego,Fire control
Heroes,Media,Controlar hielo,Ice control
Heroes,Media,Controlar tierra,Earth control
Heroes,Media,Controlar aire,Air control
Heroes,Media,Controlar electricidad,Electric control
Heroes,Media,Controlar magnetismo,Magnet control
Heroes,Media,Viajar tiempo,Time travel
Heroes,Media,Ver futuro,Future see
Heroes,Media,Cambiar forma,Shape shift
Heroes,Media,Imitar voz,Voice mimic
Heroes,Media,Clonar cuerpo,Body clone
Heroes,Media,Regenerar brazo,Arm regen
Heroes,Media,Resistir bala,Bullet resist
Heroes,Media,Romper espada,Sword break
Heroes,Media,Usar armadura,Armor use
Heroes,Media,Cargar energía,Energy charge
Heroes,Media,Disparar rayo,Beam shoot
Heroes,Media,Lanzar misil,Missile launch
Heroes,Media,Explotar bomba,Bomb explode
Heroes,Media,Salvar mundo,World save
Heroes,Media,Vengar muerte,Death avenge
Heroes,Media,Proteger ciudad,City protect
Heroes,Media,Esconder identidad,Identity hide
Heroes,Media,Usar máscara,Mask wear
Heroes,Media,Quitar máscara,Mask remove
Heroes,Media,Revelar cara,Face reveal
Heroes,Media,Ser millonario,Being rich
Heroes,Media,Ser pobre,Being poor
Heroes,Media,Ser huérfano,Being orphan
Heroes,Media,Tener mayordomo,Having butler
Heroes,Media,Vivir cueva,Cave living
Heroes,Media,Vivir castillo,Castle living
Heroes,Media,Vivir base secreta,Secret base live
Heroes,Alta,Batman sin bati-cinturón,Batman no belt
Heroes,Alta,Superman miedo altura,Superman fear heights
Heroes,Alta,Spiderman sin red,Spiderman no web
Heroes,Alta,Ironman traje oxidado,Ironman rusty suit
Heroes,Alta,Hulk calambre pierna,Hulk leg cramp
Heroes,Alta,Thor pierde martillo,Thor lost hammer
Heroes,Alta,Capitán escudo roto,Cap broken shield
Heroes,Alta,Mujer Maravilla pelo enredado,Wonder Woman tangled hair
Heroes,Alta,Flash atado cordones,Flash tied laces
Heroes,Alta,Aquaman ahogado piscina,Aquaman drowning pool
Heroes,Alta,Pantera alergia gatos,Panther cat allergy
Heroes,Alta,Viuda negra araña miedo,Widow spider fear
Heroes,Alta,Ojo Halcón sin lentes,Hawkeye lost glasses
Heroes,Alta,Dr Strange truco falla,Strange trick fail
Heroes,Alta,Antman pisado zapato,Antman stepped on
Heroes,Alta,Wolverine corta pan,Wolverine cutting bread
Heroes,Alta,Deadpool sin chistes,Deadpool no jokes
Heroes,Alta,Cíclope lentes rotos,Cyclops broken glasses
Heroes,Alta,Tormenta paraguas viento,Storm umbrella flip
Heroes,Alta,Magneto pegado heladera,Magneto stuck fridge
Heroes,Alta,Prof X rueda pinchada,Prof X flat tire
Heroes,Alta,Bestia depilada,Shaved Beast
Heroes,Alta,Gambito pierde cartas,Gambit lost cards
Heroes,Alta,Rogue toca sin querer,Rogue touch accident
Heroes,Alta,Jean Grey dolor cabeza,Jean Grey headache
Heroes,Alta,Mystique piel azul destiñe,Mystique blue fade
Heroes,Alta,Daredevil choca pared,Daredevil wall hit
Heroes,Alta,Punisher pistola agua,Punisher water gun
Heroes,Alta,Linterna Verde sin pilas,Lantern no battery
Heroes,Alta,Flecha Verde arco roto,Green Arrow bow snap
Heroes,Alta,Supergirl capa enganchada,Supergirl cape snag
Heroes,Alta,Robin calzones rotos,Robin ripped briefs
Heroes,Alta,Cyborg virus windows,Cyborg windows virus
Heroes,Alta,Raven dolor panza,Raven tummy ache
Heroes,Alta,Starfire pelo quemado,Starfire burnt hair
Heroes,Alta,Chico Bestia pulga,Beast Boy flea
Heroes,Alta,Shazam olvida palabra,Shazam forgot word
Heroes,Alta,Joker chiste malo,Joker bad joke
Heroes,Alta,Harley mazo goma,Harley rubber mallet
Heroes,Alta,Pingüino resbala hielo,Penguin ice slip
Heroes,Alta,Acertijo olvida respuesta,Riddler forgot answer
Heroes,Alta,Dos Caras moneda cae,Two Face coin drop
Heroes,Alta,Gatúbela bola pelos,Catwoman hairball
Heroes,Alta,Bane asma fuerte,Bane asthma attack
Heroes,Alta,Espantapájaros miedo cuervo,Scarecrow crow fear
Heroes,Alta,Hiedra alergia polen,Ivy pollen allergy
Heroes,Alta,Freeze derrite calor,Freeze melting heat
Heroes,Alta,Lex peluca vuela,Lex wig fly
Heroes,Alta,Zod cuello torcido,Zod stiff neck
Heroes,Alta,Thanos chasquido falla,Thanos snap fail
Heroes,Alta,Loki mentira descubierta,Loki lie caught
Heroes,Alta,Ultron sin wifi,Ultron no wifi
Heroes,Alta,Venom diente picado,Venom cavity tooth
Heroes,Alta,Duende patineta rota,Goblin broken board
Heroes,Alta,Octopus brazos nudo,Octopus arms knot
Heroes,Alta,Electro corto circuito,Electro short circuit
Heroes,Alta,Sandman hecho barro,Sandman mud pie
Heroes,Alta,Mysterio casco empañado,Mysterio foggy helm
Heroes,Alta,Buitre alas rotas,Vulture broken wing
Heroes,Alta,Kingpin dieta estricta,Kingpin strict diet
Heroes,Alta,Soldado Invierno brazo óxido,Winter Soldier rusty arm
Heroes,Alta,Falcon pluma alergia,Falcon feather allergy
Heroes,Alta,Vision gema apagada,Vision gem off
Heroes,Alta,Wanda magia explota,Wanda magic boom
Heroes,Alta,Quicksilver cansa rápido,Quicksilver tired fast
Heroes,Alta,Groot astilla dedo,Groot finger splinter
Heroes,Alta,Rocket cola pisada,Rocket tail step
Heroes,Alta,Star Lord baile feo,Star Lord bad dance
Heroes,Alta,Gamora piel verde mancha,Gamora skin stain
Heroes,Alta,Drax invisible nadie cree,Drax invisible fail
Heroes,Alta,Mantis antena rota,Mantis broken antenna
Heroes,Alta,Nebula pieza suelta,Nebula loose part
Heroes,Alta,Yondu silbido desafinado,Yondu bad whistle
Heroes,Alta,Valquiria caballo cae,Valkyrie horse trip
Heroes,Alta,Hela casco engancha,Hela helm snag
Heroes,Alta,Surtur fósforo mojado,Surtur wet match
Heroes,Alta,Shang Chi patada aire,Shang Chi air kick
Heroes,Alta,Eternals olvidados todos,Eternals forgotten
Heroes,Alta,Hulk pantalón no rompe,Hulk pants stay on
Heroes,Alta,Thor gordo cerveza,Thor fat beer
Heroes,Alta,Capitan América viejo,Old Captain America
Heroes,Alta,Ironman batería baja,Ironman low battery
